table,key,column,notebook,audit,match
top30,094.tiff/hem_bbox/rank1,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank1,matched_ann_id,2508,2508,True
top30,094.tiff/hem_bbox/rank2,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank2,matched_ann_id,2601,2601,True
top30,094.tiff/hem_bbox/rank3,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank3,matched_ann_id,2533,2533,True
top30,094.tiff/hem_bbox/rank4,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank4,matched_ann_id,2532,2532,True
top30,094.tiff/hem_bbox/rank5,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank5,matched_ann_id,2571,2571,True
top30,094.tiff/hem_bbox/rank6,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank6,matched_ann_id,2483,2483,True
top30,094.tiff/hem_bbox/rank7,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank7,matched_ann_id,2619,2619,True
top30,094.tiff/hem_bbox/rank8,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank8,matched_ann_id,2608,2608,True
top30,094.tiff/hem_bbox/rank9,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank9,matched_ann_id,2543,2543,True
top30,094.tiff/hem_bbox/rank10,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank10,matched_ann_id,2614,2614,True
top30,094.tiff/hem_bbox/rank11,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank11,matched_ann_id,2644,2644,True
top30,094.tiff/hem_bbox/rank12,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank12,matched_ann_id,2643,2643,True
top30,094.tiff/hem_bbox/rank13,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank13,matched_ann_id,2622,2622,True
top30,094.tiff/hem_bbox/rank14,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank14,matched_ann_id,2630,2630,True
top30,094.tiff/hem_bbox/rank15,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank15,matched_ann_id,2626,2626,True
top30,094.tiff/hem_bbox/rank16,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank16,matched_ann_id,2588,2588,True
top30,094.tiff/hem_bbox/rank17,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank17,matched_ann_id,2645,2645,True
top30,094.tiff/hem_bbox/rank18,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank18,matched_ann_id,2518,2518,True
top30,094.tiff/hem_bbox/rank19,bucket,non_human_findings,non_human_findings,True
top30,094.tiff/hem_bbox/rank19,matched_ann_id,-1,-1,True
top30,094.tiff/hem_bbox/rank20,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank20,matched_ann_id,2487,2487,True
top30,094.tiff/hem_bbox/rank21,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank21,matched_ann_id,2567,2567,True
top30,094.tiff/hem_bbox/rank22,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank22,matched_ann_id,2620,2620,True
top30,094.tiff/hem_bbox/rank23,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank23,matched_ann_id,2488,2488,True
top30,094.tiff/hem_bbox/rank24,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank24,matched_ann_id,2587,2587,True
top30,094.tiff/hem_bbox/rank25,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank25,matched_ann_id,2558,2558,True
top30,094.tiff/hem_bbox/rank26,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank26,matched_ann_id,2594,2594,True
top30,094.tiff/hem_bbox/rank27,bucket,human_correct_label,human_correct_label,True
top30,094.tiff/hem_bbox/rank27,matched_ann_id,2607,2607,True
top30,094.tiff/hem_bbox/rank28,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank28,matched_ann_id,2541,2541,True
top30,094.tiff/hem_bbox/rank29,bucket,human_rejected_label,human_rejected_label,True
top30,094.tiff/hem_bbox/rank29,matched_ann_id,2561,2561,True
per_roi,094.tiff/hem_bbox,n_gt_mitotic,81,81,True
per_roi,201.tiff/default_51,tp_at_10 (independent repo-rule rematch),4,4,True
per_roi,201.tiff/default_51,tp_at_10 (bucket column count),4,4,True
per_roi,201.tiff/default_51,tp_at_20 (independent repo-rule rematch),8,8,True
per_roi,201.tiff/default_51,tp_at_20 (bucket column count),8,8,True
per_roi,201.tiff/default_51,tp_at_30 (independent repo-rule rematch),9,9,True
per_roi,201.tiff/default_51,tp_at_30 (bucket column count),9,9,True
top30,201.tiff/default_51/rank0,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank0,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank1,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank1,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank2,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank2,matched_ann_id,4480,4480,True
top30,201.tiff/default_51/rank3,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/default_51/rank3,matched_ann_id,4461,4461,True
top30,201.tiff/default_51/rank4,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank4,matched_ann_id,4441,4441,True
top30,201.tiff/default_51/rank5,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank5,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank6,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank6,matched_ann_id,4444,4444,True
top30,201.tiff/default_51/rank7,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank7,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank8,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank8,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank9,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank9,matched_ann_id,4469,4469,True
top30,201.tiff/default_51/rank10,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank10,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank11,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank11,matched_ann_id,4477,4477,True
top30,201.tiff/default_51/rank12,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank12,matched_ann_id,4476,4476,True
top30,201.tiff/default_51/rank13,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/default_51/rank13,matched_ann_id,4460,4460,True
top30,201.tiff/default_51/rank14,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank14,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank15,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/default_51/rank15,matched_ann_id,4455,4455,True
top30,201.tiff/default_51/rank16,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank16,matched_ann_id,4453,4453,True
top30,201.tiff/default_51/rank17,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank17,matched_ann_id,4493,4493,True
top30,201.tiff/default_51/rank18,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/default_51/rank18,matched_ann_id,4473,4473,True
top30,201.tiff/default_51/rank19,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/default_51/rank19,matched_ann_id,4487,4487,True
top30,201.tiff/default_51/rank20,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank20,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank21,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/default_51/rank21,matched_ann_id,4452,4452,True
top30,201.tiff/default_51/rank22,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank22,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank23,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/default_51/rank23,matched_ann_id,4470,4470,True
top30,201.tiff/default_51/rank24,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank24,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank25,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank25,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank26,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/default_51/rank26,matched_ann_id,4479,4479,True
top30,201.tiff/default_51/rank27,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank27,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank28,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank28,matched_ann_id,-1,-1,True
top30,201.tiff/default_51/rank29,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/default_51/rank29,matched_ann_id,-1,-1,True
per_roi,201.tiff/default_51,n_gt_mitotic,17,17,True
per_roi,201.tiff/gray_bbox,tp_at_10 (independent repo-rule rematch),4,4,True
per_roi,201.tiff/gray_bbox,tp_at_10 (bucket column count),4,4,True
per_roi,201.tiff/gray_bbox,tp_at_20 (independent repo-rule rematch),8,8,True
per_roi,201.tiff/gray_bbox,tp_at_20 (bucket column count),8,8,True
per_roi,201.tiff/gray_bbox,tp_at_30 (independent repo-rule rematch),9,9,True
per_roi,201.tiff/gray_bbox,tp_at_30 (bucket column count),9,9,True
top30,201.tiff/gray_bbox/rank0,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank0,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank1,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank1,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank2,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank2,matched_ann_id,4480,4480,True
top30,201.tiff/gray_bbox/rank3,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/gray_bbox/rank3,matched_ann_id,4461,4461,True
top30,201.tiff/gray_bbox/rank4,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank4,matched_ann_id,4441,4441,True
top30,201.tiff/gray_bbox/rank5,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank5,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank6,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank6,matched_ann_id,4444,4444,True
top30,201.tiff/gray_bbox/rank7,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank7,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank8,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank8,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank9,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank9,matched_ann_id,4469,4469,True
top30,201.tiff/gray_bbox/rank10,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank10,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank11,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank11,matched_ann_id,4477,4477,True
top30,201.tiff/gray_bbox/rank12,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank12,matched_ann_id,4476,4476,True
top30,201.tiff/gray_bbox/rank13,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/gray_bbox/rank13,matched_ann_id,4460,4460,True
top30,201.tiff/gray_bbox/rank14,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank14,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank15,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/gray_bbox/rank15,matched_ann_id,4455,4455,True
top30,201.tiff/gray_bbox/rank16,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank16,matched_ann_id,4453,4453,True
top30,201.tiff/gray_bbox/rank17,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank17,matched_ann_id,4493,4493,True
top30,201.tiff/gray_bbox/rank18,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/gray_bbox/rank18,matched_ann_id,4473,4473,True
top30,201.tiff/gray_bbox/rank19,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/gray_bbox/rank19,matched_ann_id,4487,4487,True
top30,201.tiff/gray_bbox/rank20,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank20,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank21,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/gray_bbox/rank21,matched_ann_id,4452,4452,True
top30,201.tiff/gray_bbox/rank22,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank22,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank23,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/gray_bbox/rank23,matched_ann_id,4470,4470,True
top30,201.tiff/gray_bbox/rank24,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank24,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank25,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank25,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank26,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/gray_bbox/rank26,matched_ann_id,4479,4479,True
top30,201.tiff/gray_bbox/rank27,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank27,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank28,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank28,matched_ann_id,-1,-1,True
top30,201.tiff/gray_bbox/rank29,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/gray_bbox/rank29,matched_ann_id,-1,-1,True
per_roi,201.tiff/gray_bbox,n_gt_mitotic,17,17,True
per_roi,201.tiff/hem_bbox,tp_at_10 (independent repo-rule rematch),4,4,True
per_roi,201.tiff/hem_bbox,tp_at_10 (bucket column count),4,4,True
per_roi,201.tiff/hem_bbox,tp_at_20 (independent repo-rule rematch),6,6,True
per_roi,201.tiff/hem_bbox,tp_at_20 (bucket column count),6,6,True
per_roi,201.tiff/hem_bbox,tp_at_30 (independent repo-rule rematch),7,7,True
per_roi,201.tiff/hem_bbox,tp_at_30 (bucket column count),7,7,True
top30,201.tiff/hem_bbox/rank0,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank0,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank1,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank1,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank2,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank2,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank3,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/hem_bbox/rank3,matched_ann_id,4480,4480,True
top30,201.tiff/hem_bbox/rank4,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/hem_bbox/rank4,matched_ann_id,4461,4461,True
top30,201.tiff/hem_bbox/rank5,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/hem_bbox/rank5,matched_ann_id,4441,4441,True
top30,201.tiff/hem_bbox/rank6,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank6,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank7,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/hem_bbox/rank7,matched_ann_id,4469,4469,True
top30,201.tiff/hem_bbox/rank8,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank8,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank9,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/hem_bbox/rank9,matched_ann_id,4477,4477,True
top30,201.tiff/hem_bbox/rank10,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank10,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank11,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank11,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank12,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/hem_bbox/rank12,matched_ann_id,4476,4476,True
top30,201.tiff/hem_bbox/rank13,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/hem_bbox/rank13,matched_ann_id,4460,4460,True
top30,201.tiff/hem_bbox/rank14,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank14,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank15,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/hem_bbox/rank15,matched_ann_id,4455,4455,True
top30,201.tiff/hem_bbox/rank16,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/hem_bbox/rank16,matched_ann_id,4453,4453,True
top30,201.tiff/hem_bbox/rank17,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/hem_bbox/rank17,matched_ann_id,4473,4473,True
top30,201.tiff/hem_bbox/rank18,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank18,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank19,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank19,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank20,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank20,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank21,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/hem_bbox/rank21,matched_ann_id,4470,4470,True
top30,201.tiff/hem_bbox/rank22,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank22,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank23,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank23,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank24,bucket,human_rejected_label,human_rejected_label,True
top30,201.tiff/hem_bbox/rank24,matched_ann_id,4483,4483,True
top30,201.tiff/hem_bbox/rank25,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank25,matched_ann_id,-1,-1,True
top30,201.tiff/hem_bbox/rank26,bucket,human_correct_label,human_correct_label,True
top30,201.tiff/hem_bbox/rank26,matched_ann_id,4458,4458,True
top30,201.tiff/hem_bbox/rank27,bucket,non_human_findings,non_human_findings,True
top30,201.tiff/hem_bbox/rank27,matched_ann_id,-1,-1,True
